,Indicator,Type,Category,velocity_25,velocity_25_global,velocity_25_type_local,velocity_25_cat_local,Lift_Consistency_5,Lift_Consistency_10,Lift_Consistency_20,Rel_Lift_Consistency_5,Rel_Lift_Consistency_10,Rel_Lift_Consistency_20,Dist_Consistency
133,MACD_MA10,Simple MA,momentum,1.5367793299797425,moderate,moderate,moderate,0.1831497175883635,0.20709837224799577,0.22938789191605335,0.161841311370946,0.17031865969677826,0.14636456985982063,0.03470130745083974
134,MACD_MA25,Simple MA,momentum,2.724504362692848,moderate,moderate,moderate,0.21795738335815312,0.23695985407565473,0.2673951193619467,0.20236838534411256,0.20321446006542096,0.2018579017011518,0.041942355323603644
135,MACD_MA5,Simple MA,momentum,0.759438756666006,moderate,slow,moderate,0.17384243766725424,0.20742962271293305,0.22907056488341,0.15563461000289835,0.16254842219426646,0.14270227812074385,0.03106642791351508
136,MACD_MA50,Simple MA,momentum,3.700189066597724,fast,moderate,fast,0.21158137981595798,0.25382613038943747,0.29148123070505694,0.2031259798115582,0.21954287677366457,0.23950661022813036,0.057129905856020034
137,Max_10_Rows_Since,Raw,duration,0.3416031237288975,moderate,fast,fast,0.13886882831592284,0.1672110946043062,0.20836143010317504,0.1050674052136055,0.12369107574100502,0.08651135930520971,0.04472066761566949
138,Max_120_Rows_Since,Raw,duration,0.05394082054355158,slow,moderate,moderate,0.26205173126652764,0.2928845196139181,0.3117843954477155,0.2333008918585794,0.24521505975796506,0.23389248508730695,0.09108327580384358
139,Max_30_Rows_Since,Raw,duration,0.15094942894230348,slow,moderate,fast,0.20419632609411176,0.2365689010682421,0.2706417027551977,0.18416797470645765,0.19166340017138667,0.16837415057399965,0.06275730362215337
140,Max_60_Rows_Since,Raw,duration,0.09107253740535046,slow,moderate,moderate,0.2203067943642109,0.25124684187502405,0.27552934142849506,0.19470736982487039,0.2125103266846159,0.19181086783408208,0.07306984647852184
141,Min_10_Rows_Since,Raw,duration,0.2388953699132856,slow,moderate,fast,0.15141696181058667,0.16324824045015188,0.18881214300765203,0.12353644593894236,0.11360050074448708,0.07933040099461953,0.03659997411364986
142,Min_120_Rows_Since,Raw,duration,0.022232571705974587,slow,moderate,slow,0.22942794065817676,0.3061912156953699,0.3550075362480019,0.19770346715783704,0.25719846515035916,0.28224556213261814,0.0727055962736104
143,Min_30_Rows_Since,Raw,duration,0.08604727548002528,slow,moderate,moderate,0.16546805049515478,0.19884326101499916,0.24289704368668388,0.14528981399681382,0.1494311678304845,0.14907358728427406,0.04492259954893137
144,Min_60_Rows_Since,Raw,duration,0.04485146662578806,slow,moderate,slow,0.1922853337007672,0.2609872546774308,0.28696733113192857,0.1656144781006021,0.20635469382191549,0.20234692434974996,0.06087138938485802
145,minus_DI,Raw,trend,0.08587315195635772,slow,moderate,fast,0.17975599039436801,0.22560978580625296,0.2563901012134701,0.15314500497629652,0.17395250438201018,0.1709965124017433,0.05700046776674336
146,minus_DI_EA10,Exponential MA,trend,0.07231714135119825,slow,slow,moderate,0.1531197455779251,0.19054381464308356,0.21569063788819962,0.12782077037381886,0.1455191347168883,0.13153813947572848,0.024638043226449746
147,minus_DI_EA25,Exponential MA,trend,0.0802017927705929,slow,slow,fast,0.1653298463192564,0.1983758816851013,0.22620527998172893,0.14395371357634015,0.15882923580456793,0.14665995959220163,0.028720533254355158
148,minus_DI_EA5,Exponential MA,trend,0.06049430756788992,slow,slow,moderate,0.15541126344951517,0.1723686477956941,0.21104880409663274,0.12945503785005377,0.12061791503401803,0.11028433836051198,0.02387650763429204
149,minus_DI_EA50,Exponential MA,trend,0.08289050831487053,slow,slow,fast,0.1714209566574415,0.20923716257665814,0.24195458983560025,0.15459148627157862,0.17143602017976678,0.16027450749563454,0.034200913566802896
150,minus_DI_MA10,Simple MA,trend,0.08067133944021804,slow,slow,fast,0.1548413053333451,0.19289453441837195,0.21698890651311611,0.1308466650857536,0.1535317833731056,0.13834988949646307,0.025745279019766722
151,minus_DI_MA25,Simple MA,trend,0.08281001274535074,slow,slow,fast,0.16098840449441804,0.203121989534192,0.23061857046576792,0.147794686443093,0.16925228631439573,0.15602631156934388,0.027699035853145256
152,minus_DI_MA5,Simple MA,trend,0.0746621541431162,slow,slow,moderate,0.14959743828557961,0.1712754171616131,0.20966579786002598,0.12300870424443583,0.12452544437045694,0.11404898561581761,0.02212305457258136
153,minus_DI_MA50,Simple MA,trend,0.08433005172276765,slow,slow,fast,0.1769628459075601,0.22161787846047554,0.256099264602055,0.15694515673521722,0.17954069656656588,0.17713311747348434,0.036764719941800986
154,num_days_100,Raw,duration,0.049275233007934176,slow,moderate,slow,0.26560901536699166,0.3174152062225173,0.3611678520992132,0.2354762306500492,0.2598064323656538,0.29323722580316613,0.09175607197746581
155,num_days_200,Raw,duration,0.012992615766933504,slow,moderate,,,,,,,,0.14487614423388417
156,num_days_50,Raw,duration,0.10307094444828309,slow,moderate,fast,0.2555106002829606,0.29336857660748833,0.32172179641005527,0.22455685316103047,0.24963458486159126,0.2520610203211929,0.06839923903759379
157,OBV,Raw,volume,1.609607089665383,moderate,fast,slow,0.1859400158790341,0.2246770364501019,0.24039428108083052,0.1681435159902097,0.1857323985590681,0.1578574698179117,0.05398685983201035
158,OBV_EA10,Exponential MA,volume,5.240795401163766,fast,fast,moderate,0.14592265915414696,0.17428310949050682,0.21584262915099858,0.1284701763010692,0.12635797995271403,0.1169783844733108,0.02741195146525375
159,OBV_EA25,Exponential MA,volume,9.58928773899198,fast,fast,moderate,0.14965681836951625,0.16846803505284214,0.22312346215086606,0.12683048016142054,0.12224204457064605,0.13838657471556032,0.0248653894279892
160,OBV_EA5,Exponential MA,volume,2.841924773964079,moderate,moderate,slow,0.14803305137919961,0.15774478840855943,0.21309667574949065,0.1216758756781911,0.10541357706388751,0.1138112790487945,0.02621721033759676
161,OBV_EA50,Exponential MA,volume,14.684859298351103,fast,fast,fast,0.16638700662333114,0.18102023851036794,0.23479578428192344,0.14571912387591718,0.14616414771416583,0.17027865470103046,0.029912772854422613
162,OBV_MA10,Simple MA,volume,7.703051199954875,fast,fast,moderate,0.1582265182132584,0.16599325590036607,0.21819718723956735,0.1387655439791509,0.1206385390946124,0.12386274044586784,0.029398493764025216
163,OBV_MA25,Simple MA,volume,10.372937989414677,fast,fast,fast,0.16347308255186824,0.17417447987408566,0.2304180994867401,0.1463537639530229,0.1364105944798838,0.1531576766327427,0.029651154389665584
164,OBV_MA5,Simple MA,volume,3.422798802232203,moderate,moderate,slow,0.1521565121449018,0.16872697966866487,0.2156061977499,0.13301562749567417,0.11253051977292719,0.11674898846708423,0.027094288881189175
165,OBV_MA50,Simple MA,volume,54.58056831085424,fast,fast,fast,0.1686792433141716,0.2112319987836936,0.255566459247569,0.14835794103489033,0.17905611769847274,0.1807033130761311,0.0392533414868049
166,OBV_ROC10,Rate,momentum,9.344017902391238,fast,fast,fast,0.19620727848107694,0.22516406544853731,0.24287025285030564,0.1781690623283394,0.19275580955081228,0.15962511116303046,0.04325994286649902
167,OBV_ROC10_EA10,Exponential MA,momentum,2.5078687355589064,moderate,moderate,moderate,0.1485546906642628,0.17259990173147138,0.20996513480232828,0.12504750182993518,0.13314172929017412,0.11720849448634445,0.03056651625234559
168,OBV_ROC10_EA25,Exponential MA,momentum,4.758107128997947,fast,fast,fast,0.16361848438509788,0.1796472100088566,0.22782558493316887,0.14398207896569776,0.1342122541181465,0.1376672853998354,0.03138613073037976
169,OBV_ROC10_EA5,Exponential MA,momentum,1.5145125077181696,moderate,moderate,moderate,0.1382537225748273,0.17240648400740183,0.20446232139569837,0.11430990276122434,0.1278148820122764,0.11448998372890776,0.027507640649085004
170,OBV_ROC10_EA50,Exponential MA,momentum,7.155451814391239,fast,fast,fast,0.1576430327402123,0.1901632843051729,0.2222575414173333,0.1390255314070581,0.145128111210964,0.1434309392502086,0.0303861091902628
171,OBV_ROC10_MA10,Simple MA,momentum,3.5724707407924314,fast,moderate,fast,0.15495583935718513,0.1798955717843344,0.2166421000539679,0.12525516336571985,0.13782253449737278,0.1214739779411033,0.032759212895760406
172,OBV_ROC10_MA25,Simple MA,momentum,8.444903853832178,fast,fast,fast,0.1734080543539586,0.19765464676419076,0.23525522643569127,0.14890365032783537,0.16041717719791884,0.14411225530877847,0.02980905050942851
173,OBV_ROC10_MA5,Simple MA,momentum,1.921887747816566,moderate,moderate,moderate,0.1405771155153168,0.16393014824689775,0.20539434384063446,0.11686296360657512,0.11390755441418926,0.10840690873284495,0.02870475852749072
174,OBV_ROC10_MA50,Simple MA,momentum,24.103172658045082,fast,fast,fast,0.17417975417071577,0.19297585785212834,0.244730486716391,0.15704291930318331,0.15099435025746438,0.1814012065273355,0.035792812995114436
175,OBV_ROC5,Rate,momentum,10.125398127330952,fast,fast,fast,0.18459352155549352,0.21396927122702092,0.22891149804927677,0.1588512525435636,0.17371847607007782,0.149052913409107,0.041145178534125894
176,OBV_ROC5_EA10,Exponential MA,momentum,3.2338805297181827,moderate,moderate,fast,0.1358763768469927,0.16385252749724055,0.19864177674133618,0.11234525714018506,0.11315376930338027,0.10579203026585138,0.024555474331055482
177,OBV_ROC5_EA25,Exponential MA,momentum,4.515564686078781,fast,fast,fast,0.15723177330534835,0.17758614302623674,0.21508736299590775,0.13163480712483983,0.13021234117145197,0.12043386073012233,0.033707881062818426
178,OBV_ROC5_EA5,Exponential MA,momentum,2.1553672999355205,moderate,moderate,moderate,0.1289543270902903,0.16405531931778625,0.19670183941923136,0.10733704490133304,0.12469192852227058,0.10184740700354769,0.02190386012744002
179,OBV_ROC5_EA50,Exponential MA,momentum,5.734844609367957,fast,fast,fast,0.1531585825615381,0.18423876483012583,0.21222076805870638,0.13193239997257863,0.13980971259104613,0.127610685854457,0.038929154532434396
180,OBV_ROC5_MA10,Simple MA,momentum,5.9702824408832145,fast,moderate,fast,0.14243363784343724,0.17294881869835393,0.19794706687918903,0.12396172639264003,0.1282484862259694,0.11157289004924047,0.02634281424821356
181,OBV_ROC5_MA25,Simple MA,momentum,5.287430482082008,fast,moderate,fast,0.1557054051929444,0.17933792020876746,0.22514821404402724,0.13284939079010355,0.13430105454348049,0.14580453905855065,0.03281689433231071
182,OBV_ROC5_MA5,Simple MA,momentum,3.458593963864965,moderate,moderate,fast,0.13440515547355186,0.17503432325260182,0.2054225247098426,0.10790629203428309,0.132304927691909,0.10994987325428793,0.02007120956005206
183,OBV_ROC5_MA50,Simple MA,momentum,12.693640459338383,fast,fast,fast,0.1605811480741646,0.20257051756415856,0.22985093562366674,0.13381717133257665,0.15585378053729168,0.13540063848788828,0.0383404170749918
184,OBV_Z10,Z-Score,volume,4.379074101947773,fast,,moderate,0.15155718405606108,0.18407616602917598,0.20159726364037214,0.1285199563008151,0.14138484172362206,0.12538406899431026,0.030658158636894764
185,OBV_Z10_EA10,Exponential MA,volume,8.533360292709514,fast,fast,moderate,0.1401449816958499,0.16124374117155307,0.20062547852666343,0.12437188459690687,0.11077122838581203,0.10636459962039392,0.025975910577350783
186,OBV_Z10_EA25,Exponential MA,volume,12.208135170142913,fast,fast,fast,0.1333970283058881,0.17149059765038432,0.21295918132899244,0.1172937372122847,0.11923295891062723,0.11397413738919975,0.03036077711899236
187,OBV_Z10_EA5,Exponential MA,volume,6.134777795907019,fast,fast,moderate,0.13747341440957275,0.17344503361901636,0.20146779381688193,0.11969649205252475,0.11390976521651999,0.10489973564772968,0.02118233883620965
188,OBV_Z10_EA50,Exponential MA,volume,17.644494932192337,fast,fast,fast,0.1388361830848011,0.17004249342948607,0.21473779175473318,0.12019324656590419,0.11878627873224062,0.11341868792152685,0.03274931953019181
189,OBV_Z10_MA10,Simple MA,volume,11.774117281419837,fast,fast,fast,0.13963379792298777,0.17265822948219908,0.1954547832492172,0.11576345576224134,0.1184462831684042,0.10190666918508262,0.029183712629479767
190,OBV_Z10_MA25,Simple MA,volume,17.559939416671728,fast,fast,fast,0.13863660273381553,0.1639765033403723,0.22186533219883683,0.11697491146318069,0.11779744768362274,0.13013997179997983,0.03175306674123748
191,OBV_Z10_MA5,Simple MA,volume,11.04476178659117,fast,fast,fast,0.13059549860155992,0.16168922079131132,0.20206568286285878,0.10324110278303306,0.11714189104625211,0.1047463281612573,0.023213653877502446
192,OBV_Z10_MA50,Simple MA,volume,179.92645926050125,fast,fast,fast,0.15086627238703884,0.18412973059321822,0.22982833411802087,0.13141367346100039,0.1368853084588582,0.14250033592628422,0.032720653108601006
193,OBV_Z5,Z-Score,volume,6.902500956287641,fast,fast,moderate,0.13062391480857696,0.16326629537696646,0.20414980161439314,0.10596307048263055,0.1037639442902345,0.1020079949553221,0.02578822437412668
194,OBV_Z5_EA10,Exponential MA,volume,6.132870181845872,fast,fast,moderate,0.1378474443123377,0.16226869532802607,0.21033432351278383,0.11157658472323757,0.11213178609779824,0.11699407507978601,0.021450251013038605
195,OBV_Z5_EA25,Exponential MA,volume,16.994816271693537,fast,fast,fast,0.13932635757712197,0.16970706864267554,0.21251837857905623,0.11648735676368888,0.11923057725501524,0.11200313893443907,0.026700527685613155
196,OBV_Z5_EA5,Exponential MA,volume,3.4621894900923995,moderate,moderate,slow,0.1367823565807501,0.15368613564579228,0.19806966074813684,0.11153015774630466,0.10053775583129024,0.10090253746440069,0.021836048827026677
197,OBV_Z5_EA50,Exponential MA,volume,23.890830049291313,fast,fast,fast,0.15006315564663178,0.17971446620467202,0.2145429208617856,0.12555600406088444,0.12400602292020316,0.11602247794988424,0.033127390658276065
198,OBV_Z5_MA10,Simple MA,volume,27.700522667206673,fast,fast,fast,0.13833366990103965,0.15466705614086054,0.2000791444998598,0.12224915366933573,0.10854555096324878,0.09383148800466874,0.024304041568641625
199,OBV_Z5_MA25,Simple MA,volume,28.968107814986396,fast,fast,fast,0.13922524489944138,0.16972955528101916,0.21715796333770443,0.11699600542177925,0.11381954986056757,0.13270539538333959,0.03326032065595647
200,OBV_Z5_MA5,Simple MA,volume,5.957210932718847,fast,moderate,moderate,0.1385349640953787,0.15295400550741378,0.19616359804778194,0.10960775785598015,0.09194553753079027,0.09640268680053149,0.020079710118750357
201,OBV_Z5_MA50,Simple MA,volume,29.54364635390805,fast,fast,fast,0.15244018167206985,0.17630364275502114,0.2252845657928516,0.12866648089369828,0.12157354674561052,0.1243624487486646,0.037690766124549295
202,plus_DI,Raw,trend,0.07906947198122719,slow,moderate,fast,0.19414320227793705,0.22135279223837379,0.2637458889606472,0.1725180406136814,0.17074553396378847,0.1835800288482147,0.05250726591101967
203,plus_DI_EA10,Exponential MA,trend,0.0729585801459148,slow,slow,moderate,0.1468552467909357,0.19111158711476192,0.21342874974625325,0.12495984762357965,0.14715809761544812,0.1219908638258824,0.023729659277020962
204,plus_DI_EA25,Exponential MA,trend,0.08436885084903996,slow,slow,fast,0.1668280026182729,0.201536163474762,0.2235718247899062,0.14652115765148865,0.15812265698059014,0.14157336649923474,0.03221768893374844
205,plus_DI_EA5,Exponential MA,trend,0.05995553716996596,slow,slow,moderate,0.14408965600303233,0.18241095500755922,0.2103541927148199,0.11834876931602964,0.1345550357335195,0.1176366401135869,0.026673359658159278
206,plus_DI_EA50,Exponential MA,trend,0.08907106908575402,slow,slow,fast,0.2092469997362985,0.2177446837777347,0.24645411917973745,0.18960689323452973,0.17675194995074783,0.17917493705775023,0.0363116172727522
207,plus_DI_MA10,Simple MA,trend,0.08099247750110469,slow,slow,fast,0.1518332491958594,0.18745012224321644,0.21815283651937553,0.12887809916966508,0.13992171304163759,0.12468223801391454,0.02747976010357425
208,plus_DI_MA25,Simple MA,trend,0.08960114583752127,slow,slow,fast,0.1759950428660246,0.21658696409769645,0.23867303396253103,0.15550936940941446,0.1786893450060981,0.1738564558654211,0.030799657491512995
209,plus_DI_MA5,Simple MA,trend,0.07443050112333342,slow,slow,moderate,0.15219288742685344,0.17877219202721467,0.2099368551587542,0.12370251847956082,0.12438551895993005,0.1082882221913624,0.023787906389716854
210,plus_DI_MA50,Simple MA,trend,0.09182804602055297,slow,slow,fast,0.21406653549868732,0.22834928264355758,0.25869170002774516,0.19315883906177864,0.18018321775091664,0.18152711916505873,0.04172487075495743
211,Price_Vol_Ratio_10,Raw,volatility,2.6085096470373186,moderate,fast,moderate,0.19941152831261477,0.21130492461038344,0.25499461448150484,0.17896695503742632,0.17948001761539625,0.19382748650236536,0.048923488577952284
212,Price_Vol_Ratio_10_EA10,Exponential MA,volatility,2.5844867919236107,moderate,moderate,moderate,0.1619693790355075,0.17327948633718443,0.22376270281171592,0.13904137387762242,0.12844512773339747,0.14188456891010182,0.03419022395391976
213,Price_Vol_Ratio_10_EA25,Exponential MA,volatility,5.459282030203852,fast,fast,fast,0.16392018194980063,0.19693305457201263,0.24789992262087257,0.1472146816074346,0.1574978727824375,0.16744448329850817,0.03731652314548751
214,Price_Vol_Ratio_10_EA5,Exponential MA,volatility,1.5707732947021475,moderate,moderate,slow,0.1462115758288194,0.15892380027911154,0.2118506054853349,0.1221895571460417,0.10978038179622303,0.12232427999836365,0.030068039469381493
215,Price_Vol_Ratio_10_EA50,Exponential MA,volatility,9.503987315552553,fast,fast,fast,0.18376912126376732,0.20367054592812717,0.24915189503167573,0.16386957441584146,0.16043775517984316,0.16491375327141794,0.03567106574463816
216,Price_Vol_Ratio_10_MA10,Simple MA,volatility,3.4700702368235863,fast,moderate,moderate,0.15537482918027604,0.17601756280780662,0.22236959339098256,0.1295888207565213,0.132273833080386,0.1463191568992951,0.0356559088756965
217,Price_Vol_Ratio_10_MA25,Simple MA,volatility,9.629081601781547,fast,fast,fast,0.16498314129369993,0.20535804490260998,0.24861052317510998,0.1488898967551079,0.16697145741860486,0.17778986061763039,0.03910415011263904
218,Price_Vol_Ratio_10_MA5,Simple MA,volatility,2.159496735775194,moderate,moderate,moderate,0.14336617049095024,0.16175565816445275,0.21604653543710287,0.1226173518759632,0.11379238104008883,0.12247388443605531,0.03426842846753557
219,Price_Vol_Ratio_10_MA50,Simple MA,volatility,16.684271862198536,fast,fast,fast,0.20345123141532484,0.22585505846753204,0.2557646132485473,0.18659205524366645,0.19155032312807288,0.18438865397581072,0.04817279788059811
220,Price_Vol_Ratio_25,Raw,volatility,1.3679772319315906,moderate,fast,slow,0.20105171748501605,0.25245078269200927,0.2749228993740925,0.1831577741369791,0.2190935123861934,0.2047466871824042,0.050588938821474645
221,Price_Vol_Ratio_25_EA10,Exponential MA,volatility,1.623240188235467,moderate,moderate,slow,0.1791400671278942,0.2064963630509291,0.23598003669134432,0.1586153093723798,0.17016000566869932,0.16308068766536,0.03354266363872082
222,Price_Vol_Ratio_25_EA25,Exponential MA,volatility,2.9290515893668614,moderate,moderate,moderate,0.21029306914777599,0.21227749664336548,0.24535907864831902,0.1874992293815939,0.1844465657471339,0.17542080604674656,0.03424446648057953
223,Price_Vol_Ratio_25_EA5,Exponential MA,volatility,0.9287851907173312,moderate,slow,slow,0.16933874001664664,0.18286912936447203,0.23615840725886683,0.14970892286051718,0.14917310754273905,0.1577198042204969,0.028716740899822055
224,Price_Vol_Ratio_25_EA50,Exponential MA,volatility,4.52658075843258,fast,fast,moderate,0.19618182555892316,0.21629181952796622,0.2494821026923172,0.17178293023523408,0.18229059112286244,0.17736703952437102,0.03253590186478707
225,Price_Vol_Ratio_25_MA10,Simple MA,volatility,1.819916720371255,moderate,moderate,moderate,0.17843787995577592,0.20999434136282857,0.24430064089995662,0.15910993289975336,0.17219610268819524,0.16427966409813455,0.03406480421482469
226,Price_Vol_Ratio_25_MA25,Simple MA,volatility,3.640554118404518,fast,moderate,moderate,0.22500179019821903,0.23388200616197594,0.24035913238211565,0.2104527009912028,0.1996214357494051,0.16452592763553528,0.034031301190245784
227,Price_Vol_Ratio_25_MA5,Simple MA,volatility,0.9978535303243337,moderate,slow,slow,0.16841696556901495,0.18393146885276102,0.21950599826720565,0.1441421191607261,0.14413026392158065,0.1384916255068376,0.02739829839032451
228,Price_Vol_Ratio_25_MA50,Simple MA,volatility,9.392050546699858,fast,fast,fast,0.19044594302138587,0.2493743855089179,0.27999986002093225,0.17538525200341207,0.21592486210234282,0.20805063471794646,0.041772822599719234
229,Price_Vol_Ratio_5,Raw,volatility,5.653266936303429,fast,fast,fast,0.17652427532386164,0.21081152374679873,0.2261924569980049,0.15153063320325943,0.16769680909300874,0.16323578040318235,0.03657648962669092
230,Price_Vol_Ratio_5_EA10,Exponential MA,volatility,5.661791344958443,fast,fast,fast,0.14647380080975653,0.1817130486178637,0.21477702506319352,0.11955268240665025,0.14044782078174847,0.12059161665289302,0.030347676199310877
231,Price_Vol_Ratio_5_EA25,Exponential MA,volatility,8.799762818286258,fast,fast,fast,0.16528416602242632,0.19239812443944362,0.21947468908737103,0.14206593608065196,0.1528864954855797,0.1339939695385144,0.03383413622946987
232,Price_Vol_Ratio_5_EA5,Exponential MA,volatility,4.375656192179062,fast,fast,moderate,0.1480631064076787,0.1624595913150801,0.20173270154565998,0.13057900326864547,0.11574096748622553,0.10076279515929897,0.027074174894531407
233,Price_Vol_Ratio_5_EA50,Exponential MA,volatility,15.963084437067826,fast,fast,fast,0.18380812686543377,0.20718838720076962,0.23005571381892975,0.1613186657639832,0.162459571611616,0.13730254251264187,0.03558383344262513
234,Price_Vol_Ratio_5_MA10,Simple MA,volatility,5.890770588846572,fast,moderate,fast,0.16066522853288553,0.1790881527077562,0.21566907721391365,0.13379177268845246,0.13685180889337753,0.12461959366180758,0.0311432438719993
235,Price_Vol_Ratio_5_MA25,Simple MA,volatility,12.115621407040521,fast,fast,fast,0.1675183965464438,0.1966577456737129,0.22670943582167669,0.1491930118523752,0.15795618265458716,0.14824395092095521,0.04213587626996637
236,Price_Vol_Ratio_5_MA5,Simple MA,volatility,8.31163558129018,fast,fast,fast,0.15415968384758225,0.1700824479441116,0.21364967797728043,0.13085430306706222,0.1305196209765621,0.11738291322846035,0.026800360357330768
237,Price_Vol_Ratio_5_MA50,Simple MA,volatility,51.138834704263026,fast,fast,fast,0.19447313260078283,0.2132963325920539,0.23676146088279207,0.17917980472644773,0.18106559894106522,0.16351240813320012,0.04501047187754088
238,QQQ_EMA_10,Raw,trend,0.008393426523596776,slow,slow,slow,0.1661742283272007,0.20728326962607835,0.2237754103340033,0.13961718022174902,0.1589273572612275,0.13442282232578256,0.04486885497816359
239,QQQ_EMA_10_r5,Rounded,trend_round,0.0062160005036773,slow,,,0.1479439503939177,0.21871395658686482,0.23203576673711998,0.10496000572951575,0.12138400649625601,0.10869160718745981,0.05829994010991446
240,QQQ_EMA_100,Raw,trend,0.009322227077204131,slow,moderate,slow,0.24954414300738945,0.29253714950854504,0.3304945930054416,0.21548252962857745,0.2271708671889211,0.2234193240236354,0.08760851617490006
241,QQQ_EMA_100_r5,Rounded,trend_round,0.009119660192649554,slow,moderate,moderate,0.20917220790366262,0.26513851025387636,0.3081122918810744,0.16511359623271796,0.1868180577601878,0.18447986497153482,0.14194735868853522
242,QQQ_EMA_200,Raw,trend,0.009312314929115922,slow,moderate,slow,0.25003364357054986,0.29005300021768715,0.33911583421729286,0.20911704534720607,0.22245662444923647,0.24008879696331553,0.09745625051869287
243,QQQ_EMA_200_r5,Rounded,trend_round,0.009185344469010532,slow,fast,fast,0.2345887340161036,0.289432233114219,0.32791075507095163,0.19506757849119605,0.2158014917110019,0.2273919671590273,0.15337052440058882
244,QQQ_EMA_25,Raw,trend,0.009066680302693506,slow,moderate,slow,0.18976792044230606,0.21970002331134822,0.25713705900809064,0.16575549272630255,0.17205307144537638,0.16943021265542074,0.060903337925216766
245,QQQ_EMA_25_r5,Rounded,trend_round,0.00919497596656456,slow,fast,fast,0.1570374507296497,0.22240911450639253,0.2424139087960443,0.12340360417352726,0.16612596272378174,0.15474200217807704,0.11204266870632244
246,QQQ_EMA_50,Raw,trend,0.009264919977209317,slow,moderate,slow,0.21989606226076147,0.23765579963504602,0.29001367960950425,0.20142761305161394,0.1984423801440307,0.19631714187702912,0.07451323129282889
247,QQQ_EMA_50_r5,Rounded,trend_round,0.008810409002828071,slow,moderate,moderate,0.17016229931769228,0.20446298792858572,0.2596427022907497,0.14091958793844822,0.13633248221212607,0.15148685113531357,0.1340759524369344
248,QQQ_SMA_10,Raw,trend,0.00920933071077968,slow,moderate,slow,0.16174576165870067,0.20285734593184745,0.21776345426462687,0.13901678330821748,0.15412738259132056,0.1354420842190769,0.04227440006409408
249,QQQ_SMA_10_r5,Rounded,trend_round,0.007636843128734566,slow,slow,slow,0.11905962911693228,0.18020751445450067,0.20328356089715693,0.07156374267452298,0.10483567034802828,0.07786756934425784,0.045753165843711766
250,QQQ_SMA_100,Raw,trend,0.009395886445276481,slow,moderate,slow,0.23426526526133185,0.28592867842163044,0.3230518589224779,0.19968381409380898,0.21847800924365968,0.2140443682349667,0.08450214331142682
251,QQQ_SMA_100_r5,Rounded,trend_round,0.008989439132992752,slow,moderate,moderate,0.19105497427161186,0.24965172055985307,0.2881444322206799,0.1520308472452119,0.172680312943501,0.18047987094247284,0.14200873927260502
252,QQQ_SMA_200,Raw,trend,0.00933512938257578,slow,moderate,slow,0.2940829945000155,0.32120441985313347,0.3790623810844765,0.2506406150895174,0.2456537657134101,0.27834837937827567,0.10549678580813163
253,QQQ_SMA_200_r5,Rounded,trend_round,0.008706949793820482,slow,slow,slow,0.2579441734265926,0.31395268499193907,0.3756610867640558,0.20630891114565725,0.22780161713922867,0.265826629808002,0.17089468902895924
254,QQQ_SMA_25,Raw,trend,0.009426779205554495,slow,moderate,moderate,0.208886349165978,0.23253020535930335,0.26223619839224466,0.18750766470254207,0.18209631846416902,0.17909784438622617,0.059245474617166415
255,QQQ_SMA_25_r5,Rounded,trend_round,0.009445173490451137,slow,fast,fast,0.17526610874405835,0.21559035339006977,0.23861787973667375,0.15158549351667686,0.1679520938665424,0.15372217436629285,0.10811860114764146
256,QQQ_SMA_50,Raw,trend,0.009419706661285412,slow,moderate,moderate,0.22064442586420435,0.24027427261741108,0.29125053729548217,0.19923862439121628,0.19277841983222188,0.20235939659049368,0.07589171177827697
257,QQQ_SMA_50_r5,Rounded,trend_round,0.009203440041043905,slow,fast,fast,0.1790573597185632,0.2022093113702196,0.28403150023044565,0.1521828238583017,0.14675502738506405,0.17993621668278423,0.14775652436194975
258,Regime,Raw,other,0.2758347040491986,moderate,fast,moderate,0.18182613025449723,0.200583311308911,0.2624953433174117,0.17123636888719473,0.15968253058466966,0.16850166232400154,0.05827652809807285
259,Regime_Category,Raw,other,0.3523055881188908,moderate,fast,fast,0.11486947803050428,0.1336962967946021,0.21274348249359443,0.07782518489871164,0.0732598897347623,0.08587630702402947,0.15234034546484326
260,Rel_Max_10,Raw,trend,0.006487600817446425,slow,slow,,0.17774842796608975,0.19248359697060305,0.22924720712194724,0.14877318265368183,0.1521631488517537,0.12734582858130816,0.06192358667005869
261,Rel_Max_120,Raw,trend,0.006825981318911396,slow,slow,slow,0.2743615403678579,0.2925585702037762,0.330290527100673,0.23667337577803732,0.22372941364284948,0.21308043138312227,0.08792144340734144
262,Rel_Max_30,Raw,trend,0.006694794437784318,slow,slow,slow,0.1977837934044961,0.23066891004668374,0.255135615563143,0.17815695118350788,0.18288342734992494,0.15685965008593794,0.07082077470467435
263,Rel_Max_60,Raw,trend,0.0067924382387883325,slow,slow,slow,0.2125624169768977,0.2380182623878585,0.2799722370940063,0.1941638927140516,0.18792966870347635,0.16972460858241573,0.08934665445882611
264,Rel_Min_10,Raw,trend,0.008585564831943844,slow,slow,slow,0.14624200755447742,0.18071341427996623,0.22516849553706958,0.12506260455515564,0.13972982477421717,0.14012457681478652,0.04167724838269799
265,Rel_Min_120,Raw,trend,0.009292937029773183,slow,moderate,slow,0.23820991944929448,0.2973643858411891,0.3271532196877872,0.2130176127764244,0.2543001692903977,0.26784478974301984,0.08990310047827739
